LoanID,CustomerID,RegionID,Application_Date,Approval_Status,Disbursement_Date,Loan_Amount,Interest_Rate,Term_Months,Loan_Type,CreditScore_At_Application,EMI_Amount,Collateral_Type,Payment_Frequency,Channel,SourceSystem,Default_Status,Default_Date
L0003281,C004031,R0194,03-Apr-2021 20:03,Approved,07/05/2021,6913.0,11.3,36.0,auto loan,741,227.31,None,Biweekly,MobileApp,PartnerAPI,1,
L0003282,C007082,R0253,04/11/2022,Approved,2022-12-20,10716.41,16.11,24.0,Auto Loan,673,525.27,None,Monthly,Partner,CoreBank,0,
L0003283,C002998,R0486,"Apr 12, 2023",Approved,05-13-2023,4797.77,10.82,60.0,business loan,671,103.88,FD,MONTHLY,MobileApp,PartnerAPI,0,
L0003284,C004244,R0228,2022/07/30 12:41:35,Rejected,,12998.86,12.32,12.0,Home Loan,765,88123.00651667634,None,Monthly,BRANCH,CoreBank,0,
L0003285,C007594,R0100,2025-09-18,Approved,25/09/2025,21612.76,7.42,60.0,Mortgage,750,432.25,FD,Biweekly,Online,CoreBank,0,
L0003286,C006703,R0032,"Jan 17, 2024",Approved,16/03/2024,10385.47,21.31,36.0,BUSINESS LOAN,678,392.93,None,Biweekly,Online,Salesforce,0,
L0003287,C003733,R0087,05-31-2022,Rejected,,10710.54,-199.56249828586016,84.0,BUSINESS LOAN,647,197.12,FD,Monthly,MobileApp,Campaign,0,
L0003288,C002230,R0041,2021-01-08,Approved,2021/03/05 10:55:08,12830.81,16.01,12.0,Auto loan,510,1164.21,Gold,MONTHLY,Branch,PartnerAPI,0,
L0003289,C005235,R0240,"Apr 17, 2023",Approved,,15729.11,10.14,18.0,Auto loan,849,945.66,None,Biweekly,Online,CoreBank,0,
L0003290,C001756,R0439,01/02/2023,Approved,2023/03/06 19:24:37,15814.13,7.07,48.0,auto loan,646,379.2,Vehicle,MONTHLY,Agent,Salesforce,0,
L0003291,C006133,R0041,06-22-2024,Approved,2024/07/29 00:17:18,12119.77,12.42,12.0,Personal loan,793,1079.21,Guarantee,Biweekly,Partner,Salesforce,1,
L0003292,C007281,R0064,2022-11-12,Approved,27/12/2022,13923.05,19.3,36.0,AUTO LOAN,634,512.48,None,Monthly,MobileApp,CoreBank,0,
L0003293,C007873,R0397,2025-02-27,Approved,2025-04-21,9586.1,16.72,72.0,EDUCATION LOAN,625,211.76,Gold,Biweekly,Agent,Salesforce,0,
L0003294,C001592,R0036,25/08/2021,Approved,09-25-2021,11479.31,12.86,24.0,EDUCATION LOAN,533,544.99,Property,Monthly,Online,Campaign,0,
L0003295,C000081,R0222,01/09/2022,Pending,,8460.72,2.5,12.0,Gold loan,711,714.64,Vehicle,Biweekly,BRANCH,CoreBank,0,
L0003296,C000715,R0466,11/04/2021,Approved,,14777.51,15.1,84.0,Auto Loan,754,285.99,Gold,MONTHLY,MobileApp,Campaign,0,
L0003297,C002260,R0244,"Dec 27, 2020",Approved,2021-01-11,11063.2,3.57,72.0,BUSINESS LOAN,659,170.93,Gold,Monthly,Partner,Campaign,0,
L0003298,C003828,R0436,2023/10/17 08:24:21,Approved,10-Nov-2023 08:24,7051.64,14.62,18.0,Mortgage,669,438.65,Guarantee,MONTHLY,BRANCH,PartnerAPI,0,
L0003299,C006552,R0006,"Dec 02, 2023",Approved,2024/01/04 18:25:12,5220.12,5.61,18.0,Education Loan,787,303.06,None,Monthly,Partner,Salesforce,0,
L0003300,C000876,R0391,2022-12-04,Rejected,,11748.59,8.62,72.0,HOME LOAN,615,209.57,Vehicle,Biweekly,Online,Salesforce,0,
L0003301,C004207,R0356,"Aug 14, 2025",Approved,"Oct 04, 2025",12668.83,11.87,48.0,business loan,678,332.81,Property,Biweekly,Agent,Campaign,0,
L0003302,C006989,R0192,"Jun 11, 2024",Approved,21/06/2024,6153.6,10.96,36.0,Auto Loan,696,201.34,NONE,Biweekly,Partner,PartnerAPI,0,
L0003303,C006007,R0015,"Oct 09, 2024",Approved,2024-11-23,8370.06,6.78,48.0,Personal loan,753,199.58,Property,Biweekly,Online,Salesforce,0,
L0003304,C006240,R0093,2022/02/28 02:43:40,Approved,04-06-2022,15460.04,10.93,60.0,GOLD LOAN,668,335.6,Gold,Monthly,Branch,CoreBank,0,
L0003305,C005935,R0249,05-06-2025,Approved,23-May-2025 17:06,12712.59,10.02,72.0,mortgage,653,235.64,Vehicle,MONTHLY,Online,Salesforce,0,
L0003306,C000524,R0009,"Apr 26, 2021",Approved,05/05/2021,14356.49,18.3,36.0,Personal Loan,706,521.18,NONE,MONTHLY,BRANCH,Salesforce,0,
L0003307,C007819,R0457,05/07/2022,Approved,"Jul 10, 2022",15090.6,15.95,84.0,auto loan,777,299.3,Guarantee,Biweekly,Partner,Campaign,0,
L0003308,C001568,R0207,28-Dec-2021 12:34,Pending,,19212.19,9.61,36.0,HOME LOAN,774,616.41,Vehicle,MONTHLY,Agent,PartnerAPI,0,
L0003309,C006004,R0326,18-May-2021 07:48,Approved,2021-07-09,25593.48,9.41,48.0,personal loan,835,641.89,Guarantee,MONTHLY,Partner,PartnerAPI,0,
L0003310,C003765,R0435,2024/01/10 11:29:22,Approved,2024/02/07 11:29:22,17525.25,14.38,12.0,Auto Loan,658,1576.68,Guarantee,Monthly,Partner,CoreBank,0,
L0003311,C004474,R0154,2023/11/04 23:04:51,Approved,2023-11-18,8048.48,14.17,72.0,HOME LOAN,636,166.58,Property,Monthly,BRANCH,Salesforce,0,
L0003312,C006702,R0197,21-Sep-2021 15:38,Approved,,8218.9,15.09,18.0,Education Loan,762,513.08,FD,Monthly,BRANCH,PartnerAPI,0,
L0003313,C006761,R0187,2024-06-09,Approved,07-26-2024,7614.86,12.57,84.0,Mortgage,532,136.76,,Biweekly,Partner,CoreBank,0,
L0003314,C007353,R0229,2021/07/08 23:01:49,Approved,2021/07/10 23:01:49,7371.4,18.74,-527.8945757750238,Personal Loan,747,678.41,Gold,MONTHLY,MobileApp,PartnerAPI,1,
L0003315,C002923,R0027,2021-03-13,Pending,,14582.13,15.0,84.0,PERSONAL LOAN,585,281.39,Property,Biweekly,Branch,Salesforce,0,
L0003316,C007312,R0423,2021/07/17 17:40:25,Pending,,3947.48,17.85,36.0,Gold Loan,,142.41,FD,Biweekly,MobileApp,Salesforce,0,
L0003317,C007898,R0222,30/11/2023,Approved,2024-01-05,15238.14,17.56,48.0,Education Loan,694,444.12,Gold,Monthly,Agent,Salesforce,0,
L0003318,C001540,R0419,2024-04-07,Approved,05-11-2024,8654.44,13.56,12.0,PERSONAL LOAN,573,775.27,NONE,Monthly,Branch,CoreBank,0,
L0003319,C000103,R0150,16/12/2021,Approved,"Jan 04, 2022",12177.83,11.23,36.0,BUSINESS LOAN,640,400.01,Property,Monthly,MobileApp,Salesforce,0,
L0003320,C001928,R0188,2023-07-10,Pending,,7631.43,17.57,48.0,Education loan,584,222.46,NONE,Biweekly,Online,Salesforce,0,
L0003321,C001808,R0410,06-14-2023,Approved,2023-06-26,10490.85,4.13,12.0,Home Loan,776,893.92,None,Biweekly,BRANCH,PartnerAPI,0,
L0003322,C004181,R0057,18-Jan-2024 08:50,Approved,2024-02-25,12261.07,12.4,24.0,mortgage,636,579.46,FD,Biweekly,BRANCH,CoreBank,0,
L0003323,C002367,R0415,2021-12-09,Approved,2022/01/23 23:45:34,13921.96,18.92,12.0,business loan,687,1282.47,NONE,MONTHLY,BRANCH,Salesforce,0,
L0003324,C006662,R0013,09-06-2023,Approved,23/09/2023,9167.99,14.39,60.0,home loan,666,215.18,Gold,Monthly,Online,Salesforce,0,
L0003325,C003547,R0165,31-Oct-2022 22:13,Approved,23/12/2022,10413.25,10.5,24.0,Personal Loan,730,482.93,None,Monthly,Agent,PartnerAPI,0,
L0003326,C000705,R0422,18-Dec-2023 15:33,Approved,12-28-2023,10578.73,16.0,36.0,Home Loan,742,371.92,NONE,MONTHLY,BRANCH,Salesforce,0,
L0003327,C003457,R0157,2022/03/01 15:14:52,Approved,18-Mar-2022 15:14,8797.32,16.93,36.0,GOLD LOAN,659,313.34,None,Biweekly,Agent,Campaign,0,
L0003328,C007980,R0323,2025-07-17,Approved,09-04-2025,7512.09,11.28,60.0,personal loan,616,164.38,Property,Monthly,MobileApp,Salesforce,0,
L0003329,C004671,R0164,06/04/2022,Approved,"Apr 23, 2022",12693.21,3.25,72.0,BUSINESS LOAN,521,194.28,Guarantee,Monthly,MobileApp,CoreBank,0,
L0003330,C004381,R0205,11-17-2023,Approved,2024-01-07,6197.75,15.08,48.0,Gold loan,725,172.74,Guarantee,Biweekly,BRANCH,CoreBank,0,
L0003331,C002173,R0092,"Jun 23, 2021",Rejected,,20992.71,17.25,72.0,Home Loan,,469.94,Guarantee,MONTHLY,Agent,Campaign,0,
L0003332,C005238,R0190,10/12/2021,Approved,"Dec 18, 2021",12694.76,4.39,84.0,Business Loan,,175.81,None,Biweekly,MobileApp,PartnerAPI,0,
L0003333,C001316,R0364,"Jun 10, 2022",Approved,21/07/2022,7598.17,15.01,72.0,Mortgage,816,160.7,Property,Monthly,Online,PartnerAPI,0,
L0003334,C007217,R0462,28/11/2023,Approved,16/12/2023,12676.94,5.91,60.0,PERSONAL LOAN,727,244.55,Property,Biweekly,BRANCH,Salesforce,0,
L0003335,C004827,R0171,2022-08-30,Approved,27-Oct-2022 12:02,9808.3,9.34,36.0,Education Loan,795,313.46,FD,Monthly,Agent,CoreBank,0,
L0003336,C006902,R0324,2023-06-13,Approved,28-Jun-2023 03:16,13328.59,5.23,48.0,Home loan,610,308.34,NONE,MONTHLY,Online,CoreBank,1,
L0003337,C000094,R0189,21-Aug-2024 18:04,Approved,"Sep 12, 2024",15510.9,8.42,18.0,Mortgage,645,920.3,FD,Monthly,MobileApp,CoreBank,0,
L0003338,C006211,R0061,12/12/2024,Approved,2025/02/06 08:13:58,12912.74,17.57,12.0,Home Loan,734,1181.2,,MONTHLY,Partner,PartnerAPI,0,
L0003339,C001382,R0494,2021/11/21 06:47:36,Approved,"Jan 14, 2022",18525.12,10.24,84.0,Education Loan,751,309.84,Guarantee,Biweekly,Agent,Salesforce,0,
L0003340,C000385,R0114,2021/11/20 12:13:06,Approved,,12146.45,22.85,12.0,Business Loan,759,1141.81,NONE,Biweekly,Partner,Salesforce,1,
L0003341,C001839,R0494,2025-07-07,Approved,2025-07-09,5073.49,15.39,72.0,Mortgage,716,108.36,None,MONTHLY,MobileApp,Campaign,0,
L0003342,C007415,R0099,2025-01-12,Approved,01-22-2025,14405.84,11.11,36.0,EDUCATION LOAN,695,472.38,Vehicle,Biweekly,Partner,Salesforce,no,
L0003343,C001445,R0033,04-18-2023,Approved,"May 06, 2023",11849.51,11.74,24.0,mortgage,666,556.36,Property,MONTHLY,Online,Campaign,1,
L0003344,C007576,R0126,"Sep 10, 2021",Approved,14-Sep-2021 01:18,6018.03,6.57,12.0,EDUCATION LOAN,754,519.53,Property,Biweekly,BRANCH,Salesforce,0,
L0003345,C006934,R0276,"Aug 23, 2025",Pending,,13157.12,12.2,60.0,BUSINESS LOAN,775,294.0,Gold,Biweekly,Agent,PartnerAPI,0,
L0003346,C004370,R0363,2025/07/23 04:32:51,Approved,2025/07/26 04:32:51,13123.91,6.35,36.0,Personal loan,638,401.34,None,Biweekly,Partner,PartnerAPI,0,
L0003347,C006441,R0496,12/01/2022,Approved,19/02/2022,20489.74,15.03,18.0,Education loan,526,1278.54,None,MONTHLY,BRANCH,Campaign,0,
L0003348,C001334,R0343,16-Jun-2025 10:50,Approved,30-Jul-2025 10:50,14209.24,9.22,84.0,personal loan,639,230.2,FD,Biweekly,Branch,CoreBank,0,
L0003349,C001372,R0396,26/06/2024,Approved,2024/08/02 09:01:08,10437.78,11.56,48.0,Auto Loan,647,272.62,None,MONTHLY,Partner,CoreBank,0,
L0003350,C002453,R0016,2023/12/29 15:17:00,Rejected,,8300.47,11.55,18.0,BUSINESS LOAN,832,504.45,Guarantee,MONTHLY,Agent,Campaign,0,
L0003351,C002957,R0029,2022/08/07 07:56:57,Approved,2022-09-16,,16.54,12.0,Personal Loan,680,1485.87,None,Monthly,Partner,Salesforce,0,
L0003352,C002170,R0022,2025/03/11 08:40:09,Approved,04-27-2025,15459.22,13.81,18.0,HOME LOAN,694,955.78,Guarantee,Monthly,Agent,CoreBank,0,
L0003353,C001126,R0169,2024/09/13 02:56:47,Approved,26-Sep-2024 02:56,21582.63,17.87,60.0,PERSONAL LOAN,610,546.53,FD,Biweekly,BRANCH,CoreBank,0,
L0003354,C006838,R0261,08-27-2025,Approved,17/10/2025,5661.16,13.31,60.0,Mortgage,624,129.71,None,Biweekly,Online,Campaign,0,
L0003355,C004915,R0149,22-Oct-2021 19:03,Approved,12-12-2021,16024.13,10.44,60.0,Business Loan,660,343.94,FD,Monthly,MobileApp,PartnerAPI,0,
L0003356,C005831,R0049,17-Jun-2023 09:20,Approved,2023/08/07 09:20:12,12661.64,10.57,72.0,business loan,753,238.22,Property,MONTHLY,Branch,Campaign,0,
L0003357,C002868,R0342,26/10/2024,Approved,2024-11-23,-3478905.2517733923,11.27,72.0,Auto Loan,733,263.81,Property,Monthly,BRANCH,Salesforce,0,
L0003358,C003277,R0470,01-09-2024,Approved,2024/02/16 22:04:17,10046.2,14.05,12.0,Mortgage,767,902.26,Vehicle,MONTHLY,Agent,PartnerAPI,0,
L0003359,C004214,R0405,2021/01/18 06:10:57,Approved,"Mar 11, 2021",6705.69,12.51,36.0,Gold Loan,705,224.36,Property,Monthly,MobileApp,CoreBank,0,
L0003360,C000930,R0379,06/01/2025,Approved,12/02/2025,17015.65,9.57,72.0,auto loan,838,311.55,None,MONTHLY,Online,Campaign,0,
L0003361,C007774,R0271,"May 21, 2025",Approved,07-15-2025,16915.4,12.99,18.0,Auto Loan,761,1039.33,NONE,MONTHLY,BRANCH,Salesforce,0,
L0003362,C007947,R0107,2023/11/17 08:17:04,Approved,,11614.82,4.09,72.0,Auto Loan,684,182.19,Vehicle,MONTHLY,MobileApp,PartnerAPI,0,
L0003363,C004799,R0332,2022-02-15,Approved,2022/02/22 10:23:49,12808.62,10.95,72.0,Education loan,678,243.47,FD,MONTHLY,Partner,Salesforce,1,11/01/2024
L0003364,C005968,R0002,04-12-2022,Rejected,,13027.79,18.56,72.0,Personal Loan,673,301.27,Vehicle,MONTHLY,Partner,PartnerAPI,0,
L0003365,C004297,R0099,2023-11-13,Approved,11-20-2023,14180.17,13.94,60.0,Mortgage,634,329.51,Gold,MONTHLY,Agent,Campaign,yes,
L0003366,C002409,R0025,01-Oct-2024 23:56,Approved,11-28-2024,-1007260.7289417738,12.47,,Personal Loan,779,189.31,None,Monthly,Branch,CoreBank,0,
L0003367,C006580,R0495,2023/08/29 23:07:10,Approved,2023/10/06 23:07:10,14210.5,8.66,72.0,Personal Loan,729,253.76,FD,Monthly,Partner,Campaign,0,
L0003368,C001273,R0279,03-09-2021,Approved,20-Mar-2021 06:26,17824.58,11.63,12.0,Education loan,640,1580.61,Guarantee,Biweekly,Branch,CoreBank,0,
L0003369,C000035,R0039,2025-10-05,Approved,2025/11/06 02:17:00,10549.18,8.04,12.0,Home Loan,746,917.85,Vehicle,Biweekly,BRANCH,Campaign,1,
L0003370,C006036,R0374,2024-11-23,Approved,13/01/2025,12128.96,9.08,84.0,Education Loan,661,195.64,FD,Biweekly,Agent,CoreBank,0,
L0003371,C004813,R0403,2024/11/23 02:20:35,Approved,"Nov 26, 2024",5815.45,13.67,12.0,auto loan,678,521.25,Property,MONTHLY,Online,CoreBank,0,
L0003372,C001144,R0383,02-09-2024,Approved,,8246.7,11.43,36.0,Personal loan,780,271.67,Gold,Biweekly,Agent,Salesforce,0,
L0003373,C005170,R0243,"Sep 11, 2023",Approved,2023-11-03,10667.87,16.01,18.0,Education loan,734,670.59,NONE,MONTHLY,Branch,PartnerAPI,0,
L0003374,C000608,R0264,20-Jan-2024 06:02,Approved,"Feb 06, 2024",6791.46,10.36,18.0,Personal Loan,737,409.0,None,Monthly,Agent,Salesforce,1,
L0003375,C002563,R0315,2024-03-23,Approved,05-04-2024,11097.91,9.49,24.0,AUTO LOAN,612,509.5,Vehicle,Biweekly,Branch,Campaign,0,
L0003376,C003590,R0299,21-Sep-2021 13:07,Approved,2021-11-07,6417.29,16.22,18.0,mortgage,746,404.04,Guarantee,MONTHLY,Branch,Campaign,0,
L0003377,C003430,R0116,03-08-2023,Approved,27/03/2023,13925.6,9.86,72.0,BUSINESS LOAN,,257.0,FD,Monthly,MobileApp,PartnerAPI,0,
L0003378,C004388,R0032,2021-04-19,Approved,06-05-2021,18529.05,11.52,18.0,Home loan,,1125.81,None,Biweekly,MobileApp,Campaign,0,
L0003379,C001057,R0037,"Nov 30, 2022",Pending,,15618.48,9.18,72.0,EDUCATION LOAN,578,282.93,Guarantee,Biweekly,Online,PartnerAPI,0,
L0003380,C001659,R0204,24/07/2021,Approved,2021-07-29,13802.56,4.49,12.0,Home Loan,689,1178.38,Property,Monthly,Online,Salesforce,0,
L0003381,C001255,R0057,05-26-2024,Approved,06-27-2024,15655.79,15.76,60.0,PERSONAL LOAN,716,378.72,Vehicle,Biweekly,Partner,CoreBank,1,
L0003382,C003303,R0443,"Mar 28, 2022",Approved,2022/05/11 11:26:49,16532.4,11.99,24.0,Gold Loan,801,778.16,NONE,Biweekly,Branch,Campaign,0,
L0003383,C001786,R0061,22-Dec-2021 19:33,Approved,"Feb 13, 2022",13258.58,11.39,24.0,HOME LOAN,642,620.36,NONE,MONTHLY,MobileApp,PartnerAPI,0,
L0003384,C000629,R0190,"Feb 08, 2025",Approved,10-Feb-2025 22:30,8731.83,7.98,24.0,Auto Loan,781,394.84,Property,Monthly,Online,Salesforce,0,
L0003385,C000062,R0474,25-Dec-2021 08:37,Approved,"Feb 08, 2022",8865.99,9.9,72.0,Auto Loan,614,163.8,NONE,Monthly,Agent,CoreBank,0,
L0003386,C007316,R0047,"Jun 09, 2025",Approved,"Jul 10, 2025",8364.38,5.71,12.0,Home Loan,635,718.78,FD,Monthly,MobileApp,PartnerAPI,0,
L0003387,C007457,R0212,2025/06/15 02:35:40,Approved,07-13-2025,20086.09,14.61,60.0,AUTO LOAN,715,473.74,Gold,MONTHLY,Online,Campaign,0,
L0003388,C007071,R0075,2023/06/02 04:48:20,Approved,23/07/2023,9593.95,8.8,24.0,Auto Loan,716,437.42,Guarantee,MONTHLY,BRANCH,Campaign,0,
L0003389,C001265,R0432,21-Aug-2025 01:14,Approved,13/10/2025,10345.85,12.68,12.0,PERSONAL LOAN,621,922.51,Vehicle,MONTHLY,Agent,PartnerAPI,0,
L0003390,C006663,R0202,02-10-2025,Approved,19/03/2025,10623.59,10.15,72.0,Auto loan,545,197.62,Guarantee,MONTHLY,Branch,CoreBank,0,
L0003391,C006048,R0368,2021/09/22 01:24:44,Approved,2021/09/23 01:24:44,6113.86,14.67,48.0,home loan,688,169.13,Vehicle,MONTHLY,BRANCH,Salesforce,0,
L0003392,C002429,R0445,"Jul 04, 2023",Approved,11/07/2023,8372.69,12.44,36.0,HOME LOAN,760,279.86,None,Monthly,MobileApp,Salesforce,1,
L0003393,C005831,R0192,08-02-2021,Approved,2021/09/20 18:19:39,5842.47,3.49,18.0,Gold Loan,532,333.62,Gold,Monthly,Online,PartnerAPI,0,
L0003394,C002347,R0488,"Jul 07, 2025",Approved,,22793.39,9.59,72.0,Business Loan,572,417.57,Gold,MONTHLY,Partner,CoreBank,0,
L0003395,C001988,R0251,05-Jun-2022 23:34,Rejected,,4998.88,13.87,12.0,Home Loan,708,448.53,None,Biweekly,Online,Salesforce,0,
L0003396,C000203,R0293,12-Jun-2023 05:05,Approved,2023-06-29,8986.79,9.97,84.0,personal loan,700,149.05,NONE,Monthly,BRANCH,CoreBank,0,
L0003397,C004225,R0034,06-25-2025,Approved,"Jul 28, 2025",9349.13,11.07,18.0,Business Loan,579,566.1,Guarantee,MONTHLY,BRANCH,Salesforce,0,
L0003398,C006526,R0227,"Mar 09, 2021",Approved,03-12-2021,9794.49,12.34,48.0,Mortgage,641,259.56,Vehicle,Monthly,MobileApp,Salesforce,1,09-Jun-2021 20:56
L0003399,C004255,R0493,2024/03/02 07:17:11,Approved,,14773.54,10.04,84.0,Education Loan,655,245.56,Property,Biweekly,Agent,Salesforce,0,
L0003400,C001333,R0357,20/11/2020,Approved,2020-12-22,12840.51,11.29,72.0,business loan,804,246.32,Gold,Biweekly,BRANCH,CoreBank,0,
L0003401,C001218,R0123,"Feb 07, 2025",Approved,02-08-2025,7052.21,11.44,84.0,home loan,837,122.39,None,Biweekly,Agent,PartnerAPI,0,
L0003402,C002242,R0268,06-10-2023,Approved,07-11-2023,13220.81,13.29,72.0,Mortgage,637,267.42,Gold,MONTHLY,Online,PartnerAPI,0,
L0003403,C006684,R0099,03-Feb-2024 18:25,Approved,2024/03/23 18:25:50,16297.9,17.28,12.0,mortgage,541,1488.61,Property,Biweekly,BRANCH,Salesforce,0,
L0003404,C001608,R0332,09-27-2025,Approved,26/10/2025,16967.31,19.04,84.0,MORTGAGE,637,367.03,NONE,MONTHLY,Agent,Salesforce,0,
L0003405,C001017,R0358,26-Feb-2024 14:35,Rejected,,19053.32,12.05,12.0,business loan,532,1693.31,Gold,Monthly,Agent,Campaign,1,
L0003406,C002921,R0003,"Sep 30, 2023",Approved,"Oct 02, 2023",16624.16,16.73,18.0,Personal loan,614,1050.68,Property,Monthly,Online,PartnerAPI,0,
L0003407,C005285,R0423,09/11/2022,Approved,12-27-2022,14278.03,7.53,36.0,mortgage,665,444.33,Guarantee,Monthly,Branch,CoreBank,0,
L0003408,C002666,R0071,26/08/2021,Pending,,16647.73,13.25,60.0,BUSINESS LOAN,686,380.92,None,Monthly,Online,CoreBank,0,
L0003409,C002472,R0090,17/02/2022,Approved,2022/04/05 19:04:39,12649.3,9.94,12.0,mortgage,821,1111.72,NONE,MONTHLY,MobileApp,CoreBank,0,
L0003410,C003344,R0184,18-May-2022 17:03,Pending,,15690.8,13.06,12.0,education loan,579,1401.9,Gold,Monthly,Branch,PartnerAPI,0,
L0003411,C003162,R0281,08-Nov-2022 20:10,Pending,,8212.4,10.39,60.0,MORTGAGE,579,176.07,None,Monthly,Online,Salesforce,0,
L0003412,C002681,R0368,2021/02/25 02:26:42,Approved,"Apr 06, 2021",10654.53,3.99,36.0,home loan,686,314.52,Property,MONTHLY,BRANCH,CoreBank,0,
L0003413,C001585,R0346,2022-07-16,Approved,2022/08/16 06:51:36,9231.48,8.15,24.0,Auto Loan,726,418.15,NONE,Monthly,Branch,Salesforce,0,
L0003414,C001767,R0270,16/09/2025,Rejected,,14673.5,14.08,60.0,GOLD LOAN,577,342.04,NONE,MONTHLY,Partner,Campaign,0,
L0003415,C004253,R0400,2023/02/17 03:51:26,Approved,2023-02-26,14027.15,20.51,72.0,Personal loan,766,340.15,Vehicle,Biweekly,Agent,Campaign,1,2023-12-31
L0003416,C002845,R0115,08-06-2022,Approved,03/10/2022,6971.38,11.42,24.0,Home loan,717,326.28,Gold,Monthly,Partner,PartnerAPI,0,
L0003417,C004076,R0351,02-13-2021,Approved,18-Mar-2021 08:50,14005.86,10.15,24.0,MORTGAGE,686,647.27,Guarantee,Biweekly,Online,CoreBank,no,
L0003418,C006550,R0490,2023/11/21 04:58:12,Pending,,11380.3,8.64,12.0,Home Loan,655,993.33,Property,Biweekly,BRANCH,PartnerAPI,0,
L0003419,C000477,R0464,2020-11-11,Approved,31-Dec-2020 02:21,11915.34,10.99,24.0,Personal loan,588,555.29,Property,Biweekly,Branch,Campaign,0,
L0003420,C004862,R0248,15-Jul-2021 18:16,Approved,05/08/2021,12275.87,8.01,72.0,Personal loan,812,215.3,FD,MONTHLY,BRANCH,Campaign,0,
L0003421,C006042,R0036,17/06/2022,Approved,2022-06-20,8538.91,10.1,18.0,Personal Loan,833,513.22,Guarantee,Monthly,Online,Campaign,0,
L0003422,C001459,R0311,2025-01-02,Approved,01-16-2025,5793.69,12.71,36.0,Mortgage,783,194.4,NONE,Monthly,BRANCH,Salesforce,0,
L0003423,C002628,R0433,03-16-2025,Approved,11/05/2025,18772.29,13.32,84.0,EDUCATION LOAN,754,344.78,NONE,Biweekly,BRANCH,PartnerAPI,0,
L0003424,C005501,R0190,2022-06-05,Approved,2022/06/27 18:36:42,13370.93,11.72,18.0,personal loan,793,813.65,Vehicle,Monthly,Online,PartnerAPI,0,
L0003425,C001580,R0095,24-May-2023 00:19,Approved,2023-05-28,9986.8,11.44,84.0,BUSINESS LOAN,698,173.32,Gold,MONTHLY,Online,Campaign,0,
L0003426,C005116,R0384,29-Sep-2023 21:02,Approved,14/10/2023,10310.44,11.14,72.0,education loan,709,196.99,None,Monthly,Partner,Campaign,0,
L0003427,C004084,R0445,2023-07-10,Approved,,15452.92,6.69,36.0,Auto loan,680,474.95,None,Biweekly,Agent,Salesforce,0,
L0003428,C002915,R0205,"Nov 08, 2024",Approved,2024/12/26 07:28:25,12210.24,6.4,72.0,Business loan,665,204.67,NONE,Monthly,Online,Salesforce,0,
L0003429,C001294,R0468,"Jan 04, 2025",Approved,2025-02-06,7181.07,13.4,24.0,Auto Loan,641,342.75,FD,Monthly,Online,Salesforce,0,
L0003430,C001006,R0339,"Nov 04, 2022",Approved,,30808.44,5.26,12.0,mortgage,652,2641.11,Gold,Monthly,Branch,CoreBank,0,
L0003431,C007448,R0376,10/10/2021,Approved,2021-10-17,11532.58,10.81,24.0,Gold loan,647,536.49,Gold,Biweekly,MobileApp,Campaign,0,
L0003432,C001914,R0427,2025/03/03 23:39:36,Approved,2025/04/18 23:39:36,24270.83,2.5,18.0,Home Loan,591,1375.22,Vehicle,MONTHLY,BRANCH,PartnerAPI,0,
L0003433,C003041,R0409,11-04-2023,Approved,2023-11-26,20872.53,5.59,12.0,Home loan,583,1792.49,NONE,Monthly,BRANCH,CoreBank,0,
L0003434,C002923,R0249,2022/01/16 15:55:04,Approved,"Feb 04, 2022",21957.34,15.41,84.0,BUSINESS LOAN,613,-39541.35361201029,FD,Monthly,Branch,CoreBank,0,
L0003435,C005222,R0449,"Feb 11, 2025",Approved,28-Feb-2025 19:50,8633.81,18.53,36.0,auto loan,613,314.43,Gold,Biweekly,Agent,PartnerAPI,0,
L0003436,C002790,R0009,2024/04/20 20:28:38,Approved,14/05/2024,12759.03,9.39,72.0,Business loan,725,232.47,FD,Biweekly,Online,CoreBank,0,
L0003437,C000650,R0235,21-Jul-2024 18:25,Approved,02-Aug-2024 18:25,12110.58,19.49,12.0,Education Loan,720,1118.9,None,Biweekly,Partner,PartnerAPI,0,
L0003438,C002840,R0403,22/01/2022,Approved,2022/03/03 05:46:40,5433.98,3.19,24.0,Gold loan,653,234.02,FD,MONTHLY,Branch,Campaign,0,
L0003439,C005949,R0120,"Jun 03, 2022",Approved,2022/07/05 21:40:35,14623.09,5.88,60.0,Home Loan,692,281.89,Gold,MONTHLY,Branch,PartnerAPI,0,
L0003440,C003805,R0372,2021/02/09 23:04:36,Approved,2021/03/11 23:04:36,19948.28,11.79,12.0,EDUCATION LOAN,645,1770.42,NONE,Biweekly,BRANCH,Salesforce,no,
L0003441,C001228,R0275,"Dec 08, 2023",Approved,12-09-2023,10355.82,13.5,84.0,Home Loan,814,191.22,Property,MONTHLY,BRANCH,Salesforce,0,
L0003442,C002814,R0273,2022/03/14 02:15:21,Approved,2022/03/18 02:15:21,14408.09,8.31,24.0,Business Loan,525,653.68,Gold,Biweekly,Agent,CoreBank,0,
L0003443,C006461,R0170,29/05/2025,Approved,2025/07/27 22:48:43,16179.21,10.22,24.0,Auto Loan,703,748.23,Property,MONTHLY,Partner,Salesforce,0,
L0003444,C001404,R0322,"May 21, 2021",Pending,,12088.31,12.07,48.0,EDUCATION LOAN,829,318.75,Gold,Biweekly,Partner,PartnerAPI,0,
